LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Power Difference
2568.111084,9.927650452,2746.29034,179.3226929,178.1792562
3445.219971,12.03275967,3526.952507,175.9355011,81.73253678
2994.106934,10.87308979,3225.769174,180.7583008,231.6622405
2594.937012,10.38061047,3006.931915,177.4212036,411.994903
2326.825928,10.34302044,2987.588083,164.6313934,660.7621557
1941.463989,9.283791542,2328.307526,157.3659973,386.8435363
1581.487061,8.263951302,1684.577838,151.1777039,103.0907771
1013.286987,7.161077023,1090.179344,144.4230042,76.89235637
375.6176147,5.502151966,469.6191644,145.3318024,94.00154969
198.1511993,4.645584106,253.4672425,155.7653046,55.31604313
87.44045258,3.847867012,100.642022,162.271698,13.20156942
189.1378021,4.553710938,233.4558636,148.0536041,44.31806145
434.4317932,5.735952854,539.5070619,136.6712036,105.0752687
336.5007935,5.057969093,350.3694191,139.4640045,13.86862567
296.6101074,4.922440052,317.1718028,141.7938995,20.56169542
92.9240036,3.821350098,96.25248176,148.5747986,3.328478158
85.70230103,3.580841064,61.57702143,165.8957062,-24.12527959
309.5114136,4.716145039,269.2057367,187.6051941,-40.30567684
381.1726074,5.080855846,356.114453,188.4362946,-25.05815438
417.2662964,5.343267918,425.0226087,202.2389984,7.756312293
446.343811,5.452712059,455.4989836,201.0330963,9.155172581
206.6020966,4.29698801,180.2207304,191.4851074,-26.38136617
251.3757019,4.736260891,273.7530825,183.4333954,22.37738064
275.0136108,4.780562878,283.8646662,187.9405975,8.851055387
314.2744141,4.894141197,310.4131199,180.8480072,-3.861294211
238.7823029,4.487487793,219.355975,185.8578033,-19.4263279
409.0264893,5.314783096,417.2631565,180.8168945,8.23666729
506.4703064,5.711400986,531.9193571,186.1788025,25.44905071
427.9566956,5.374886036,433.7182755,196.3742065,5.76157991
952.2675781,6.895505905,969.6346499,193.9367065,17.36707175
1019.905029,7.240921021,1128.237686,187.7236023,108.332657
1015.357971,6.709988117,890.6123118,185.273407,-124.7456594
979.7229004,6.851963043,950.7168123,183.7971039,-29.00608808
379.4078979,5.078312874,355.4740901,185.1383972,-23.93380784
841.5977783,6.521288872,814.34348,189.263504,-27.25429831
672.6187744,6.171179771,683.2747912,189.2765045,10.65601683
452.0786133,5.449243069,454.5165791,190.636795,2.437965847
558.9979248,5.851128101,575.9105762,196.9326935,16.91265141
331.7192993,5.094088078,359.454764,193.4658051,27.73546468
212.1006927,4.598594189,243.1654974,197.9337006,31.06480463
79.72102356,3.629702091,67.87244481,199.7156067,-11.84857875
183.0128021,4.472650051,216.232972,205.3706055,33.2201699
279.1960144,4.918616772,316.2552558,204.3323059,37.05924144
460.2166138,5.625835896,505.9378767,209.3771057,45.72126297
647.7111206,6.316774845,736.1652234,211.6537018,88.45410284
685.0780029,6.237164974,706.9630418,212.0509033,21.88503885
709.8339844,6.449378014,786.3313199,211.607605,76.49733557
493.3555908,5.782717228,554.1258994,212.3511047,60.77030854
366.0793152,5.346119881,425.803377,216.8318024,59.72406177
183.0379028,4.379333019,196.8860292,220.0410004,13.84812632
7.347679138,3.011370897,16.3742125,238.6905975,9.02653336
0,3.743307114,83.98626485,245.0682068,83.98626485
12.34420013,3.24625206,28.73127208,238.0765076,16.38707195
-0.393067598,2.185888052,0,238.4102936,0.393067598
0,2.142015934,0,234.7624054,0
0,2.501405954,0,223.3088074,0
0,2.668577909,0,226.0516968,0
0,3.034003019,17.18059304,221.0865021,17.18059304
0,3.197354078,25.43122108,232.6795959,25.43122108
0,3.907810926,110.9796039,241.9730988,110.9796039
65.98790741,3.801294088,93.00718811,221.5258942,27.0192807
157.8495026,4.43715477,208.8146524,225.1553955,50.96514981
50.42205048,3.677906036,74.4575207,220.4692993,24.03547022
88.1881485,4.115369797,144.7212631,222.5281067,56.53311461
242.3132935,4.987364769,332.9015993,220.7682037,90.5883058
262.8019104,4.871101856,304.9535561,222.9488983,42.1516457
584.6671143,5.921298981,598.7577677,212.7292938,14.09065342
298.586792,5.030583858,343.5487361,216.0464935,44.96194413
279.7724915,4.997858047,335.4735677,206.8820038,55.70107622
823.4796143,6.434377193,780.5598676,208.842804,-42.91974661
883.265625,6.996636868,1014.475559,212.2098999,131.2099345
1155.17395,7.625429153,1323.35127,205.5773926,168.1773196
1400.389038,8.103025436,1589.535548,198.4824066,189.1465096
1205.10498,7.518618107,1267.568261,207.7772064,62.46328045
1292.051025,7.688251019,1356.847422,199.1479034,64.79639709
1856.177002,8.459005356,1802.775046,192.9795074,-53.40195563
1928.175049,9.077300072,2193.93789,194.6878967,265.762841
1604.427002,8.439414978,1790.767706,196.0083008,186.3407045
1599.995972,7.987431049,1522.807198,203.3475037,-77.18877335
1456.094971,7.939982891,1495.816905,209.9878998,39.72193383
1386.623047,7.719861984,1373.888155,213.6096039,-12.73489237
1460.360962,7.774147034,1403.435097,214.1114044,-56.92586514
1894.795044,8.582259178,1878.957276,210.4824066,-15.83776837
1760.422974,8.339191437,1729.804577,212.0424042,-30.61839673
2010.977051,9.083572388,2198.000295,214.585495,187.0232444
1828.81604,8.675281525,1937.131478,211.3721008,108.3154383
1960.692993,9.150783539,2241.613462,208.8197937,280.920469
1900.447998,9.191649437,2268.199522,204.3585052,367.7515243
1549.958008,8.260289192,1682.388913,201.8890991,132.4309053
1692.688965,8.48968792,1821.638384,194.9138947,128.9494194
1931.083984,8.78850174,2008.641646,194.1036072,77.55766122
2060.147949,8.9564991,2115.986258,193.3457947,55.83830899
2069.625,9.095618248,2205.805875,195.2973938,136.180875
2037.266968,8.725904465,1969.014282,199.5845032,-68.25268529
1594.845947,8.112092018,1594.82568,197.5211029,-0.020266943
994.5827026,6.856678963,952.7545786,200.4409943,-41.82812401
1137.285034,7.279873848,1147.124788,200.8896942,9.839753857
1267.858032,7.534298897,1275.663238,199.7960968,7.805205989
1002.463013,6.945837021,991.791762,196.680603,-10.67125066
1172.348022,7.085527897,1054.959522,199.6690063,-117.3885
1252.139038,7.406904221,1210.225036,197.4501953,-41.91400221
1121.166992,6.934106827,986.5997761,196.3952026,-134.5672161
1183.020996,7.151297092,1085.577233,194.0278931,-97.44376321
932.3084106,6.571721077,834.3322217,191.2942047,-97.97618897
989.5076904,6.759712219,911.3914755,190.1013947,-78.11621495
750.5510254,6.414824963,773.0743738,185.5180969,22.5233484
825.7661743,6.523455143,815.1962332,187.6056976,-10.56994111
1116.487061,7.062949181,1044.579697,192.7353973,-71.90736386
986.7598877,6.692947865,883.5576994,196.0746002,-103.2021883
1018.14502,6.809185982,932.3551445,194.8430023,-85.78987508
659.1777954,6.096306801,656.9602747,192.4667969,-2.217520686
729.4874268,6.142684937,673.1894828,190.7617035,-56.29794396
864.5026245,6.430369854,779.022258,194.5778046,-85.4803665
1342.239014,7.538290977,1277.729355,197.9828033,-64.50965846
1279.098022,7.363255978,1188.27897,197.254303,-90.8190529
1351.391968,7.46066618,1237.646646,201.2154999,-113.7453222
1039.727051,7.031758785,1030.349722,199.337204,-9.377328426
876.0166016,6.874794006,960.6072518,194.1508026,84.59065024
754.0079956,6.345135212,746.7335706,196.0812073,-7.274424957
1122.334961,7.185342789,1101.653759,198.135498,-20.68120203
907.7965698,6.635414124,859.9864071,199.4308014,-47.81016275
1009.737,6.927267075,983.5802763,194.1383057,-26.15672324
1806.98999,8.333586693,1726.419178,193.2097015,-80.5708126
2374.843994,9.532950401,2465.780065,191.9416962,90.93607074
1779.208984,8.42602253,1782.575933,189.827301,3.366948241
1334.980957,7.494080067,1254.910872,192.1376038,-80.07008539
1562.947021,8.009915352,1535.679929,192.0973053,-27.26709212
1562.116943,7.944521904,1498.388472,194.2440033,-63.72847178
1464.977051,7.72806406,1378.329691,200.2335968,-86.64735953
1312.358032,7.462277889,1238.475456,205.0283966,-73.8825762
767.0369873,6.420166969,775.1153796,200.6712952,8.078392314
283.2593079,4.7484622,276.5245875,201.9185028,-6.734720404
687.1071777,6.264211178,716.8074668,208.1761017,29.70028908
465.7536011,5.50088501,469.2545248,200.7915955,3.500923772
355.6220093,5.27207613,405.760119,208.0086975,50.13810975
467.8251953,5.701906204,529.0010043,217.7465057,61.17580898
865.3469849,6.579235077,837.3348199,212.3013,-28.01216493
